"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL8095";"";"0";"359.39";"0";"4.07";"12";"COc1ccc(Nc2cc3c(cc2Nc2ccccc2)C(=O)NC3=O)cc1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"15.86";"0.29";"1.63";"7.17";"False";"CHEMBL679549";"Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127678";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL120564";"";"0";"214.22";"0";"2.14";"27";"COc1cc(C=C(C#N)C#N)cc(C)c1O";"IC50";"'='";"2600000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL677392";"Inhibitory concentration against EGF receptor by polyGAT phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126897";"1";"Scientific Literature";"J. Med. Chem.";"1993";"None"
"CHEMBL281543";"";"0";"484.96";"0";"4.34";"22";"C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1CCCCN1CCOCC1";"IC50";"'='";"2.7";"nM";"8.57";"";"";"UO_0000065";"17.67";"0.34";"4.23";"9.29";"False";"CHEMBL674020";"Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme prepared from human A431 carcinoma cell vesicles by immunoaffinity chromatography";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133162";"1";"Scientific Literature";"J. Med. Chem.";"2000";"None"
"CHEMBL168382";"";"0";"308.39";"0";"3.80";"13d";"COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1";"IC50";"'='";"460.0";"nM";"6.34";"";"";"UO_0000065";"20.55";"0.38";"2.54";"9.61";"False";"CHEMBL674693";"Inhibition of Epidermal growth factor receptor (EGF-R) tyrosine kinase activity ";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134829";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None"
"CHEMBL210444";"";"0";"376.25";"0";"4.39";"14";"O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"20.35";"0.42";"3.27";"9.70";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL209343";"";"0";"284.75";"0";"4.07";"11";"CNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"29.49";"0.57";"4.33";"16.85";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL111913";"";"0";"363.20";"0";"3.26";"5";"CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL680020";"Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131066";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL322298";"";"0";"411.29";"1";"5.53";"39";"CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21";"IC50";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"16.29";"0.33";"1.17";"11.20";"False";"CHEMBL680019";"Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131066";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL69820";"";"0";"305.79";"0";"4.63";"15f";"COc1cc2cc(-c3ccc(Cl)s3)cnc2cc1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679946";"Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127568";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL258940";"FALNIDAMOL";"1";"387.85";"0";"3.46";"K00619a, BIBX-1382";"CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"21.97";"0.43";"5.06";"10.81";"False";"CHEMBL937170";"Inhibition of ErbB1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145498";"1";"Scientific Literature";"Proc. Natl. Acad. Sci. U.S.A.";"2007";"None"
"CHEMBL86717";"";"0";"296.33";"0";"3.32";"12";"COc1cc2ncc(-c3ccncc3)cc2c(OC)c1OC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL676155";"Inhibition of Epidermal growth factor receptor tyrosine kinase (Not determined)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127615";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL336113";"";"0";"250.31";"0";"3.26";"7";"Cc1cccc(Nc2ncnc3ccc(N)cc23)c1";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"23.97";"0.43";"2.74";"9.40";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL210502";"";"0";"384.83";"0";"4.44";"19";"Cc1cccc(Nc2ncnc3ccc(NC(=O)N(CCCl)N=O)cc23)c1";"IC50";"'='";"1061.0";"nM";"5.97";"";"";"UO_0000065";"15.52";"0.30";"1.53";"6.00";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL207009";"";"0";"420.70";"0";"4.50";"15";"O=C(NCCCl)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.41";"0.42";"3.24";"9.81";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL208240";"";"0";"355.83";"0";"4.04";"13";"Cc1cccc(Nc2ncnc3ccc(NC(=O)NCCCl)cc23)c1";"IC50";"'='";"676.0";"nM";"6.17";"";"";"UO_0000065";"17.34";"0.34";"2.13";"7.82";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL208594";"";"0";"264.33";"0";"3.72";"10";"CNc1ccc2ncnc(Nc3cccc(C)c3)c2c1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"30.11";"0.54";"4.24";"15.97";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL52765";"";"0";"315.17";"0";"3.72";"9";"Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"23.34";"0.53";"3.64";"11.53";"False";"CHEMBL870841";"Inhibition of EGFR tyrosine kinase";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148637";"1";"Scientific Literature";"J. Med. Chem.";"2006";"None"
"CHEMBL1240566";"";"0";"264.29";"0";"2.09";"PP119";"Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"20.95";"0.38";"3.45";"6.48";"False";"CHEMBL1243977";"Inhibition of recombinant EGFR by radioactive phosphotransfer assay in presence of 10 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1240340";"1";"Scientific Literature";"Nat. Chem. Biol.";"2008";"None"
"CHEMBL67059";"";"0";"289.33";"0";"3.65";"17o";"COc1cc2cc(C#Cc3ccccc3)cnc2cc1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679946";"Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127568";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL128759";"";"0";"404.27";"0";"2.32";"3i";"OCCN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"19.59";"0.43";"5.60";"8.39";"True";"CHEMBL677387";"Inhibition of phosphorylation of polyglutamic acid/tyrosine random copolymer by epidermal growth factor receptor.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130246";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
"CHEMBL66981";"";"0";"282.30";"0";"3.02";"23";"COc1cc2cc(-c3ccc(O)nc3)cnc2cc1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679946";"Concentration required to inhibit phosphorylation of isolated human epidermal growth factor tyrosine kinase receptor by 50%";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127568";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL212251";"";"0";"623.15";"2";"7.26";"22";"CCCN(CCS(C)(=O)=O)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"11.35";"0.22";"-0.19";"7.25";"False";"CHEMBL910357";"Inhibition of ErbB1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149340";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL2333163";"SESQUIBASTADIN 1";"0";"1412.37";"None";"None";"1";"O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(Oc2ccc(CCNC(=O)/C(Cc3cc(Br)c(O)c(-c4cc(C/C(=N\O)C(=O)NCCc5ccc(O)c(Br)c5)cc(Br)c4O)c3)=N/O)cc2Br)c1)=N/O";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"4.41";"None";"None";"None";"False";"CHEMBL2344161";"Inhibition of EGFR (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331160";"1";"Scientific Literature";"J. Nat. Prod.";"2013";"None"
"CHEMBL466397";"";"0";"851.98";"3";"6.86";"24";"CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL946770";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143280";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL214478";"";"0";"459.91";"0";"3.50";"22";"COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(CC(N)=O)CC1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"17.49";"0.34";"4.55";"7.84";"False";"CHEMBL856356";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149481";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL445572";"";"0";"671.19";"2";"8.05";"24";"CS(=O)(=O)CCN(Cc1ccccc1)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1";"IC50";"'='";"90.0";"nM";"7.05";"";"";"UO_0000065";"10.50";"0.20";"-1.00";"7.22";"False";"CHEMBL910357";"Inhibition of ErbB1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149340";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";"None"
"CHEMBL605976";"";"0";"438.53";"0";"4.65";"20";"COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(=O)NO";"IC50";"'='";"12.8";"nM";"7.89";"";"";"UO_0000065";"18.00";"0.34";"3.24";"7.47";"False";"CHEMBL1064921";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157563";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL598164";"";"0";"420.47";"0";"3.81";"6";"C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCC(=O)NO)cc23)c1";"IC50";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"19.83";"0.37";"4.53";"7.90";"False";"CHEMBL1064921";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157563";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL598798";"";"0";"452.49";"0";"4.34";"9";"C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F";"IC50";"'='";"28.8";"nM";"7.54";"";"";"UO_0000065";"16.66";"0.31";"3.20";"7.14";"False";"CHEMBL1064921";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1157563";"1";"Scientific Literature";"J. Med. Chem.";"2010";"None"
"CHEMBL570709";"";"0";"477.87";"1";"6.06";"10, ZRL5";"CN(/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)C(=O)Oc1ccc([N+](=O)[O-])cc1";"IC50";"'='";"770.0";"nM";"6.11";"";"";"UO_0000065";"12.79";"0.25";"0.05";"4.52";"False";"CHEMBL1046364";"Inhibition of EGFR-mediated poly(L-glutamic acid L-tyrosine) phosphorylation";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155367";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None"
"CHEMBL512076";"GSK-192082A";"0";"566.06";"2";"5.63";"15g";"CCNC(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"13.24";"0.26";"1.86";"7.69";"True";"CHEMBL995846";"Inhibition of EGFR kinase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143444";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";"None"
"CHEMBL1645473";"";"0";"356.86";"0";"3.05";"8i";"NC1CCN(Cc2ccn3ncnc(Nc4cccc(Cl)c4)c23)CC1";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"22.55";"0.44";"5.00";"11.26";"False";"CHEMBL1647391";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641446";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None"
"CHEMBL1956885";"";"0";"428.72";"1";"5.29";"12";"Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc(Cl)cc3)[nH]c2n1";"IC50";"'='";"17420.0";"nM";"4.76";"";"";"UO_0000065";"11.10";"0.25";"-0.53";"5.98";"False";"CHEMBL1959298";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955729";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None"
"CHEMBL1095464";"";"0";"408.30";"0";"4.95";"10";"Cc1ccccc1Cc1cc2c(Nc3cccc(Br)c3)nc(N)nc2[nH]1";"IC50";"'='";"9190.0";"nM";"5.04";"";"";"UO_0000065";"12.34";"0.26";"0.09";"6.33";"False";"CHEMBL1959298";"Inhibition of EGFR";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1955729";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2012";"None"
"CHEMBL75049";"";"0";"238.29";"0";"3.32";"10";"Cc1[nH]c2ncnc(Nc3ccccc3)c2c1C";"IC50";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"24.01";"0.43";"2.40";"10.67";"False";"CHEMBL677880";"In vitro inhibitory activity against epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129072";"1";"Scientific Literature";"J. Med. Chem.";"1996";"None"
"CHEMBL267869";"";"0";"379.38";"0";"3.80";"10";"N#Cc1ccc(Nc2cc3c(cc2Nc2ccc(C#N)cc2)C(=O)NC3=O)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL679549";"Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127678";"1";"Scientific Literature";"J. Med. Chem.";"1994";"None"
"CHEMBL551064";"AEW-541";"1";"425.54";"0";"4.67";"15, NVP-AEW541";"Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1055730";"Inhibition of HER1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152979";"1";"Scientific Literature";"J. Med. Chem.";"2009";"None"
"CHEMBL2315697";"";"0";"443.58";"1";"5.03";"16";"CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@H](C(=O)O)C(C)C)C2=O)[C@@H]1C";"IC50";"'='";"130.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL2315410";"";"0";"445.56";"0";"3.76";"12";"CC1=CCC[C@](C)(CC/C(C)=C/CC2=C(O)C(=O)C=C(N[C@@H](C(=O)O)[C@@H](C)O)C2=O)[C@@H]1C";"IC50";"'='";"120.0";"ug.mL-1";"";"Outside typical range";"";"UO_0000274";"";"";"";"";"False";"CHEMBL2318217";"Inhibition of EGFR (unknown origin) by Z-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2311476";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";"None"
"CHEMBL7819";"";"0";"315.76";"0";"3.57";"13";"COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"21.44";"0.42";"3.20";"13.15";"False";"CHEMBL677887";"Inhibition of Epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132606";"1";"Scientific Literature";"J. Med. Chem.";"1999";"None"
"CHEMBL3775897";"";"0";"431.54";"0";"4.28";"b4";"Cc1cccc(Nc2ncnc3cc4c(cc23)N(CCCN2CCCCC2)C(=O)CO4)c1";"IC50";"'='";"456.2";"nM";"6.34";"";"";"UO_0000065";"14.69";"0.27";"2.06";"8.98";"False";"CHEMBL3776094";"Inhibition of wildtype EGFR (unknown origin) preincubated for 30 mins followed by addition of 2x ATP-substrate mixture measured after 1 hr by Kinase Glo luminescent kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3774304";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"None"
"CHEMBL171545";"";"0";"295.35";"0";"1.92";"4h";"Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCNC1";"IC50";"'='";"1530.0";"nM";"5.82";"";"";"UO_0000065";"19.69";"0.36";"3.90";"6.53";"False";"CHEMBL677878";"Concentration required for inhibition of epidermal growth factor receptor (EGF-R) by tyrosine kinase enzyme activity";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2001";"None"
"CHEMBL49596";"";"0";"321.17";"0";"2.88";"1";"Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N)nc21";"IC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"16.35";"0.34";"2.37";"7.12";"True";"CHEMBL683042";"Inhibition of human epidermal growth factor receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131506";"1";"Scientific Literature";"J. Med. Chem.";"1998";"None"
"CHEMBL120319";"";"0";"415.68";"1";"5.26";"10";"Clc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Br)c4)c23)c1";"IC50";"'='";"130.0";"nM";"6.89";"";"";"UO_0000065";"16.57";"0.38";"1.63";"8.77";"False";"CHEMBL677832";"Inhibitory activity against epidermal growth factor receptor tyrosine kinase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"CHEMBL203";"Epidermal growth factor receptor erbB1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130217";"1";"Scientific Literature";"J. Med. Chem.";"1997";"None"
